"Problem","Planner","Successes","Min Plan Length","Max Plan Length","Avg. Plan Length","Plan Length Std.","Min Nodes Visited","Max Nodes Visited","Avg. Nodes Visited","Nodes Visited Std.","Min Nodes Generated","Max Nodes Generated","Avg. Nodes Generated","Nodes Generated Std.","Min Time (ms)","Max Time (ms)","Avg. Time (ms)","Time Std. (ms)"
"raiders","BFS prune",10,6,6,6.0,0.0,194,232,208.5,12.076837334335508,1828,2229,1972.8,125.69868734398143,-192975,298,-19134.4,57947.08646895027
"raiders","A* h+",10,6,6,6.0,0.0,388,406,397.6,6.1351446600711865,3468,3658,3564.5,64.44881690147616,118,133,125.4,4.758150901348127
"raiders","A* h_max",10,6,6,6.0,0.0,180,192,185.9,3.7802116342871597,1956,2040,1994.1,25.216859439668532,61,81,69.6,5.834380858325929
"raiders","A* rp",10,6,6,6.0,0.0,409,679,492.5,86.50231210782749,3117,6068,3948.9,947.965447682562,115,194,146.4,30.86810651789319
"raiders","A* h+ + pruning ",10,6,6,6.0,0.0,157,176,165.3,8.77553417177553,1683,1837,1752.8,69.62872970261628,191,251,224.4,17.86728854639114
"raiders","A* h_max + pruning ",10,6,6,6.0,0.0,105,112,108.8,2.5612496949731396,1329,1389,1357.4,19.39690696992693,133,175,152.4,11.29778739399888
"raiders","A* rp + pruning ",10,6,6,6.0,0.0,97,278,148.8,68.15100879664217,919,2898,1474.7,731.1705751738099,91,311,157.4,77.0223344232048
"raiders","EFS h+",10,6,6,6.0,0.0,88,88,88.0,0.0,675,675,675.0,0.0,19,31,23.6,3.1685959035509716
"raiders","EFS h_max",10,6,6,6.0,0.0,48,48,48.0,0.0,455,455,455.0,0.0,13,17,15.9,1.1357816691600546
"raiders","EFS rp",10,6,6,6.0,0.0,90,112,96.6,10.081666528902849,675,919,748.2,111.8148469569225,20,39,26.7,5.586591089385369
"raiders","EFS h+ + pruning ",10,6,6,6.0,0.0,33,33,33.0,0.0,334,334,334.0,0.0,25,32,27.9,2.0223748416156684
"raiders","EFS h_max + pruning ",10,6,6,6.0,0.0,25,25,25.0,0.0,271,271,271.0,0.0,20,25,21.6,1.42828568570857
"raiders","EFS rp + pruning ",10,6,6,6.0,0.0,34,40,35.8,2.749545416973504,334,407,355.9,33.45280257317763,25,38,29.4,3.7469987990390385
"raiders","GFS h+",10,6,6,6.0,0.0,4124,4571,4373.6,185.06117907329997,9104,9961,9585.1,348.17623411140517,336,411,374.9,21.9974998579384
"raiders","GFS h_max",10,6,6,6.0,0.0,972,1224,1045.7,87.00350567649558,5249,6517,5658.5,446.5653927478035,-295,192964,57996.5,88347.94554289307
"raiders","GFS rp",10,6,6,6.0,0.0,539,2147,1704.3,539.0530678884965,2449,5517,4600.2,1029.3217961356886,95,235,188.9,46.77274847600898
"raiders","GFS h+ + pruning ",10,6,6,6.0,0.0,588,665,618.8,37.722142038860945,2778,3136,2923.3,154.80184107432314,538,619,565.7,30.381079638485527
"raiders","GFS h_max + pruning ",10,6,6,6.0,0.0,188,220,206.8,15.354478174135387,1353,1590,1485.6,102.52921534860198,239,319,287.6,24.96076921891631
"raiders","GFS rp + pruning ",10,6,6,6.0,0.0,149,446,219.9,82.9149564312736,883,2255,1231.7,381.55367905446803,129,468,209.1,93.90042598412427
"treasure","BFS",10,4,4,4.0,0.0,50,50,50.0,0.0,137,137,137.0,0.0,0,2,0.7,0.6403124237432849
"treasure","BFS prune",10,4,4,4.0,0.0,28,28,28.0,0.0,93,93,93.0,0.0,1,2,1.3,0.45825756949558405
"treasure","A* h+",10,4,4,4.0,0.0,58,58,58.0,0.0,97,97,97.0,0.0,0,1,0.7,0.45825756949558405
"treasure","A* h_max",10,4,4,4.0,0.0,35,35,35.0,0.0,80,80,80.0,0.0,0,1,0.6,0.4898979485566357
"treasure","A* rp",10,4,4,4.0,0.0,47,47,47.0,0.0,97,97,97.0,0.0,1,1,1.0,0.0
"treasure","A* h+ + pruning ",10,4,4,4.0,0.0,35,35,35.0,0.0,79,79,79.0,0.0,1,2,1.5,0.5
"treasure","A* h_max + pruning ",10,4,4,4.0,0.0,35,35,35.0,0.0,79,79,79.0,0.0,1,2,1.6,0.48989794855663565
"treasure","A* rp + pruning ",10,4,4,4.0,0.0,35,35,35.0,0.0,79,79,79.0,0.0,1,2,1.6,0.48989794855663565
"treasure","EFS h+",10,4,4,4.0,0.0,60,60,60.0,0.0,133,133,133.0,0.0,0,1,0.7,0.45825756949558405
"treasure","EFS h_max",10,4,4,4.0,0.0,22,22,22.0,0.0,78,78,78.0,0.0,0,1,0.2,0.4000000000000001
"treasure","EFS rp",10,4,4,4.0,0.0,61,61,61.0,0.0,133,133,133.0,0.0,1,2,1.1,0.3
"treasure","EFS h+ + pruning ",10,4,4,4.0,0.0,19,19,19.0,0.0,74,74,74.0,0.0,1,2,1.3,0.45825756949558405
"treasure","EFS h_max + pruning ",10,4,4,4.0,0.0,19,19,19.0,0.0,74,74,74.0,0.0,1,2,1.1,0.3
"treasure","EFS rp + pruning ",10,4,4,4.0,0.0,19,19,19.0,0.0,74,74,74.0,0.0,1,2,1.3,0.45825756949558405
"treasure","GFS h+",10,4,4,4.0,0.0,29,29,29.0,0.0,81,81,81.0,0.0,0,0,0.0,0.0
"treasure","GFS h_max",10,4,4,4.0,0.0,24,24,24.0,0.0,77,77,77.0,0.0,1,1,1.0,0.0
"treasure","GFS rp",10,4,4,4.0,0.0,31,31,31.0,0.0,87,87,87.0,0.0,1,1,1.0,0.0
"treasure","GFS h+ + pruning ",10,4,4,4.0,0.0,24,24,24.0,0.0,81,81,81.0,0.0,2,2,2.0,0.0
"treasure","GFS h_max + pruning ",10,4,4,4.0,0.0,24,24,24.0,0.0,81,81,81.0,0.0,1,2,1.7,0.45825756949558405
"treasure","GFS rp + pruning ",10,4,4,4.0,0.0,24,24,24.0,0.0,81,81,81.0,0.0,1,2,1.7,0.45825756949558405
"gramma_any","BFS",10,3,3,3.0,0.0,3029,3031,3030.0,0.6324555320336759,32029,32046,32037.6,5.388877434122992,-191933,1339,-18309.2,57875.13043752039
"gramma_any","BFS prune",10,3,3,3.0,0.0,1310,1311,1310.4,0.48989794855663565,19047,19054,19049.8,3.4292856398964493,1872,2566,2243.9,232.00795244991065
"gramma_any","A* h+",10,3,3,3.0,0.0,3450,3454,3452.2,1.4696938456699071,50051,50064,50056.2,6.368673331236263,13706,208018,35136.4,57635.62969240468
"gramma_any","A* h_max",10,3,3,3.0,0.0,3406,3410,3408.2,1.4696938456699071,47344,47435,47396.7,24.495101551126503,12444,14061,13280.7,513.8128161110815
"gramma_any","A* rp",10,5,5,5.0,0.0,2937,3353,3172.1,163.65784429717996,42495,47919,45555.9,2060.1371532012136,9713,14196,12131.0,1450.9736041706617
"gramma_any","A* h+ + pruning ",10,3,3,3.0,0.0,1792,1796,1794.2,1.469693845669907,26393,26406,26398.2,6.368673331236264,8940,9968,9569.4,299.33232368055405
"gramma_any","A* h_max + pruning ",10,3,3,3.0,0.0,1835,1839,1837.2,1.469693845669907,25828,25919,25880.7,24.495101551126503,7932,8651,8284.6,204.38111458742952
"gramma_any","A* rp + pruning ",10,5,5,5.0,0.0,1418,1667,1537.9,89.15318278109874,21538,24830,23105.1,1158.1062516021577,7967,9975,9095.1,642.9574558242559
"gramma_any","EFS h+",10,3,3,3.0,0.0,8611,8653,8632.8,14.925146565444509,47267,47454,47360.5,63.97069641640616,14816,16344,15602.7,437.33672381815825
"gramma_any","EFS h_max",10,3,3,3.0,0.0,1618,1845,1807.0,64.7533782902483,22572,25952,25426.5,964.5228094762715,6393,7546,7201.0,309.64302026688733
"gramma_any","EFS rp",10,3,3,3.0,0.0,8215,8686,8365.3,132.74942561081008,45323,47137,45983.9,517.8342302320308,13676,14268,14067.6,197.1492835391496
"gramma_any","EFS h+ + pruning ",10,3,3,3.0,0.0,2014,2024,2019.3,3.7696153649941526,16551,16622,16590.7,25.91543941360053,-188012,4891,-14523.2,57829.64346561371
"gramma_any","EFS h_max + pruning ",10,3,3,3.0,0.0,643,682,668.4,10.44222198576529,10790,11385,11210.9,168.2916813155065,2803,3674,3173.2,298.51090432344347
"gramma_any","EFS rp + pruning ",10,3,3,3.0,0.0,1907,1919,1913.9,3.8845849199110063,15488,15563,15526.8,27.523807876091563,4002,4812,4330.3,221.8621418809437
"gramma_any","GFS h+",10,3,3,3.0,0.0,23965,23967,23965.6,0.8,40733,40748,40738.4,6.681317235396026,11446,11980,11756.8,171.82072051996525
"gramma_any","GFS h_max",10,3,3,3.0,0.0,2862,2864,2862.6,0.8,22579,22613,22590.0,14.085453489327207,5601,6312,5929.6,205.66049693609128
"gramma_any","GFS rp",10,3,3,3.0,0.0,3477,3490,3482.4,5.851495535331118,6284,6318,6300.0,14.184498581197715,959,1700,1415.7,248.58602132863385
"gramma_any","GFS h+ + pruning ",10,3,3,3.0,0.0,2661,2663,2661.6,0.8,13885,13919,13896.0,14.085453489327207,3872,5027,4283.8,332.3960890263302
"gramma_any","GFS h_max + pruning ",10,3,3,3.0,0.0,978,980,978.6,0.7999999999999999,10593,10627,10604.0,14.085453489327207,2916,196277,61089.8,88457.55587715501
"gramma_any","GFS rp + pruning ",10,3,3,3.0,0.0,712,714,712.6,0.7999999999999999,2982,3016,2993.0,14.085453489327207,763,193701,20128.9,57857.37645529739
"gramma_win","BFS",10,5,5,5.0,0.0,14303,14627,14475.2,130.73392826653685,178031,182819,180469.2,1923.376863747716,-186599,8668,-88809.4,97348.65593134813
"gramma_win","BFS prune",10,5,5,5.0,0.0,4215,4357,4297.9,57.67919902356481,65778,68194,67179.7,878.7879209456624,-184124,11675,-8689.5,58485.83112558118
"gramma_win","A* h+",10,5,5,5.0,0.0,34847,34875,34859.9,6.920260110718383,456244,456750,456397.1,172.01595856198927,148397,159637,156547.6,3133.3135240508573
"gramma_win","A* h_max",10,5,5,5.0,0.0,18208,18826,18533.3,250.281062008295,261796,269766,265833.2,3205.1998939223745,69403,76969,73935.0,2559.2523126882197
"gramma_win","A* rp",10,5,5,5.0,0.0,2937,3353,3172.1,163.65784429717996,42495,47919,45555.9,2060.1371532012136,11747,14894,13656.3,988.6458466002879
"gramma_win","A* h+ + pruning ",10,5,5,5.0,0.0,7402,7430,7409.8,9.075241043630744,115190,115745,115377.3,176.65845578403545,42020,44623,43633.7,623.4760701101527
"gramma_win","A* h_max + pruning ",10,5,5,5.0,0.0,3999,4177,4101.4,67.57839891562983,65311,68304,67034.2,1046.4989058761598,21344,25218,23440.0,1306.4506113895006
"gramma_win","A* rp + pruning ",10,5,5,5.0,0.0,1186,1365,1271.9,59.60780150282344,18686,21232,19934.0,865.3217898562361,6089,8244,7178.8,610.6633769925947
"gramma_win","EFS h+",10,5,5,5.0,0.0,125292,153274,139165.6,12738.169752362384,579121,705510,641686.6,58191.351211670626,219220,272086,241875.9,18790.785834818085
"gramma_win","EFS h_max",10,5,5,5.0,0.0,21759,26969,24061.2,2309.20037242332,287670,358638,318951.6,31285.748286400314,83370,110055,94786.3,8976.013213559794
"gramma_win","EFS rp",10,5,5,5.0,0.0,110520,138907,124764.3,13329.975229159281,511318,640221,575902.6,60997.82313689563,144509,175803,158564.1,10460.998293184068
"gramma_win","EFS h+ + pruning ",10,5,5,5.0,0.0,17704,19694,18706.1,973.4086962833237,152542,167016,159811.5,7136.677675921759,43836,60075,52670.4,5589.90506538349
"gramma_win","EFS h_max + pruning ",10,5,5,5.0,0.0,5156,5952,5530.6,371.86212498720545,92241,102656,96980.0,4691.357628661452,28706,33584,31321.0,1625.3570069372452
"gramma_win","EFS rp + pruning ",10,5,5,5.0,0.0,16049,18190,17106.8,1007.9243820842912,137873,153849,145603.5,7417.385567031014,44395,239066,105021.6,85708.26825248542
"gramma_win","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1633380,1633478,1633436.1,32.420518194501454,297120,513053,444471.0,88588.1040986881
"gramma_win","GFS h_max",10,5,5,5.0,0.0,489299,493544,491809.7,1751.2139246819618,3739618,3778835,3762350.4,16364.331383836005,800230,914397,850417.1,34517.54063791336
"gramma_win","GFS rp",10,5,5,5.0,0.0,413875,450685,435949.0,17988.477856672587,688607,755011,728582.2,31970.33208710851,174416,201293,187200.4,8806.300383248348
"gramma_win","GFS h+ + pruning ",10,5,5,5.0,0.0,77050,79258,78318.1,715.5553717218535,407468,420244,414850.0,4738.946845027912,-47074,326617,137079.3,83859.94712143576
"gramma_win","GFS h_max + pruning ",10,5,5,5.0,0.0,23923,24612,24299.3,270.9848888775904,286485,295509,291480.5,3548.0882528482857,89522,103524,97910.9,5180.552797723425
"gramma_win","GFS rp + pruning ",10,5,5,5.0,0.0,19407,21278,20468.4,559.9775352636925,105311,116138,111550.0,3645.725497071879,33371,41099,37149.4,2419.8871543937744
"secretagent","BFS",10,8,8,8.0,0.0,1130,1136,1133.6,2.9393876913398134,711,745,731.4,16.65653025092561,5,9,7.4,1.1135528725660042
"secretagent","BFS prune",10,8,8,8.0,0.0,457,463,460.6,2.939387691339814,475,509,495.4,16.65653025092561,29,44,36.4,4.340506882842141
"secretagent","A* h+",10,8,8,8.0,0.0,372,376,374.4,1.9595917942265424,815,828,822.8,6.368673331236264,13,20,16.0,2.32379000772445
"secretagent","A* h_max",10,8,8,8.0,0.0,344,344,344.0,0.0,757,757,757.0,0.0,10,16,14.2,1.5999999999999999
"secretagent","A* rp",10,8,8,8.0,0.0,404,420,418.4,4.799999999999999,721,785,778.6,19.2,18,24,20.5,1.8027756377319946
"secretagent","A* h+ + pruning ",10,8,8,8.0,0.0,182,186,184.4,1.9595917942265424,353,364,359.6,5.388877434122991,27,39,32.9,3.2078029864690882
"secretagent","A* h_max + pruning ",10,8,8,8.0,0.0,162,162,162.0,0.0,312,312,312.0,0.0,19,23,20.5,1.284523257866513
"secretagent","A* rp + pruning ",10,8,8,8.0,0.0,174,180,174.6,1.8,320,326,320.6,1.8000000000000003,23,31,26.8,2.891366458960192
"secretagent","EFS h+",10,8,8,8.0,0.0,30,35,33.0,2.449489742783178,115,128,122.8,6.368673331236263,5,12,7.8,1.8330302779823358
"secretagent","EFS h_max",10,8,8,8.0,0.0,34,34,34.0,0.0,107,107,107.0,0.0,6,12,8.0,1.5491933384829668
"secretagent","EFS rp",10,8,8,8.0,0.0,34,39,34.5,1.5,115,128,116.3,3.9000000000000004,6,9,7.2,0.8717797887081347
"secretagent","EFS h+ + pruning ",10,8,8,8.0,0.0,30,35,33.0,2.449489742783178,118,131,125.8,6.368673331236263,9,17,13.3,2.6851443164195103
"secretagent","EFS h_max + pruning ",10,8,8,8.0,0.0,34,34,34.0,0.0,111,111,111.0,0.0,9,24,12.3,4.026164427839479
"secretagent","EFS rp + pruning ",10,8,8,8.0,0.0,34,39,34.5,1.5,119,132,120.3,3.9000000000000004,10,15,12.1,1.9723082923316018
"secretagent","GFS h+",10,8,8,8.0,0.0,221,225,223.4,1.9595917942265424,492,504,499.2,5.8787753826796285,9,14,11.1,1.8681541692269406
"secretagent","GFS h_max",10,8,8,8.0,0.0,219,219,219.0,0.0,504,504,504.0,0.0,11,14,12.5,1.118033988749895
"secretagent","GFS rp",10,8,8,8.0,0.0,185,218,214.7,9.9,423,491,484.2,20.4,9,33,14.3,6.753517601961218
"secretagent","GFS h+ + pruning ",10,8,8,8.0,0.0,77,81,79.4,1.9595917942265424,173,183,179.0,4.898979485566356,14,20,16.2,1.6613247725836147
"secretagent","GFS h_max + pruning ",10,8,8,8.0,0.0,72,72,72.0,0.0,167,167,167.0,0.0,10,13,11.5,0.9219544457292888
"secretagent","GFS rp + pruning ",10,8,8,8.0,0.0,72,73,72.1,0.30000000000000004,157,161,157.4,1.1999999999999997,9,15,11.7,1.6155494421403511
"jailbreak_lose","BFS",10,4,4,4.0,0.0,636,644,640.8,3.919183588453085,12516,12678,12613.2,79.36346766617497,-193115,128,-19305.4,57936.86823465694
"jailbreak_lose","BFS prune",10,4,4,4.0,0.0,539,547,543.8,3.919183588453085,8969,9123,9061.4,75.44428407772187,834,1012,936.7,51.28362311693665
"jailbreak_lose","A* h+",10,4,4,4.0,0.0,472,472,472.0,0.0,10226,10226,10226.0,0.0,372,472,414.0,27.691153822114384
"jailbreak_lose","A* h_max",10,4,4,4.0,0.0,482,482,482.0,0.0,10486,10486,10486.0,0.0,-147,408,328.2,159.7365330786918
"jailbreak_lose","A* rp",10,4,4,4.0,0.0,1042,1043,1042.1,0.3,11776,11803,11778.7,8.1,-192536,825,-18707.7,57943.30149905164
"jailbreak_lose","A* h+ + pruning ",10,4,4,4.0,0.0,356,356,356.0,0.0,6067,6067,6067.0,0.0,620,755,705.6,37.09501314193055
"jailbreak_lose","A* h_max + pruning ",10,4,4,4.0,0.0,366,366,366.0,0.0,6309,6309,6309.0,0.0,713,757,740.3,14.408677940741127
"jailbreak_lose","A* rp + pruning ",10,4,4,4.0,0.0,686,687,686.1,0.3,7171,7198,7173.7,8.1,84,1144,747.9,401.350831567595
"jailbreak_lose","EFS h+",10,4,4,4.0,0.0,79592,79592,79592.0,0.0,173701,173701,173701.0,0.0,8862,202490,28745.2,57915.64793007154
"jailbreak_lose","EFS h_max",10,4,4,4.0,0.0,2741,2741,2741.0,0.0,30514,30514,30514.0,0.0,1329,1423,1377.2,30.135693122939784
"jailbreak_lose","EFS rp",10,4,4,4.0,0.0,79597,96513,81300.3,5070.915717106724,173759,212101,177705.0,11465.879024305113,9241,12567,9929.8,924.5472189131283
"jailbreak_lose","EFS h+ + pruning ",10,4,4,4.0,0.0,3504,3504,3504.0,0.0,26855,26855,26855.0,0.0,3254,4554,3643.3,390.27248173551766
"jailbreak_lose","EFS h_max + pruning ",10,4,4,4.0,0.0,1388,1388,1388.0,0.0,16457,16457,16457.0,0.0,1976,2338,2106.5,138.35768861902832
"jailbreak_lose","EFS rp + pruning ",10,4,4,4.0,0.0,3505,4313,3595.6,239.3082530962942,26862,33474,27588.9,1963.4929819074985,3128,4827,4360.8,634.2152316051704
"jailbreak_lose","GFS h+",10,4,4,4.0,0.0,465371,465371,465371.0,0.0,550734,550734,550734.0,0.0,26036,27678,26762.9,489.3717298741316
"jailbreak_lose","GFS h_max",10,4,4,4.0,0.0,5737,5737,5737.0,0.0,61295,61295,61295.0,0.0,2101,2793,2468.2,259.48633875408547
"jailbreak_lose","GFS rp",10,4,4,4.0,0.0,427,428,427.1,0.3,5118,5132,5119.4,4.2,192,254,218.8,22.4535075210979
"jailbreak_lose","GFS h+ + pruning ",10,4,4,4.0,0.0,12445,12445,12445.0,0.0,80849,80849,80849.0,0.0,14929,16314,15551.4,519.4420468156193
"jailbreak_lose","GFS h_max + pruning ",10,4,4,4.0,0.0,2669,2669,2669.0,0.0,31914,31914,31914.0,0.0,4568,5723,5265.3,386.4036878705999
"jailbreak_lose","GFS rp + pruning ",10,4,4,4.0,0.0,311,312,311.1,0.3,3963,3977,3964.4,4.2,359,539,445.2,71.82868507775984
"jailbreak_escape","BFS",10,6,6,6.0,0.0,942369,976658,954890.7,13537.624666461985,12743052,13421090,1.29886098E7,266576.68772448954,101658,133589,110013.7,11085.371568422954
"jailbreak_escape","BFS prune",10,6,6,6.0,0.0,135378,138828,136665.7,1359.8685267333751,1400600,1451789,1419649.0,20084.60055365802,212369,385538,333895.1,61623.91837014261
"jailbreak_escape","A* h+",10,6,6,6.0,0.0,199071,199535,199244.2,186.03268530019128,3231432,3236446,3233252.9,1985.7797183977884,126823,135919,132223.9,2754.56317589559
"jailbreak_escape","A* h_max",10,6,6,6.0,0.0,200673,201137,200846.2,186.03268530019128,2313148,2316466,2314368.4,1321.313528274043,75654,272084,97644.7,58168.11024960326
"jailbreak_escape","A* rp",10,7,7,7.0,0.0,151368,167041,154983.5,6011.721820743205,2165257,2387824,2215574.1,85974.42106400018,-94906,110491,84607.8,59939.51939046558
"jailbreak_escape","A* h+ + pruning ",10,6,6,6.0,0.0,24799,24911,24841.2,45.10831408953343,299078,299975,299422.7,364.94384499536363,36257,85441,71921.3,13889.45374051838
"jailbreak_escape","A* h_max + pruning ",10,6,6,6.0,0.0,26105,26217,26147.2,45.10831408953343,293570,294430,293901.0,350.1842372237791,84964,86718,85969.5,585.1506216351479
"jailbreak_escape","A* rp + pruning ",10,7,7,7.0,0.0,19023,20706,19535.0,607.348499627685,204350,225634,210180.7,7871.40542787627,37383,55789,46585.1,5115.6508373813
"jailbreak_escape","EFS h+",0,,,,,1000000,1000000,1000000.0,0.0,2118630,2119032,2118839.0,124.81666555392353,108627,113531,111327.7,1447.282975095057
"jailbreak_escape","EFS h_max",10,6,6,6.0,0.0,101473,104603,102819.7,1093.4032238840346,1061060,1092766,1074562.7,10998.050409504403,41015,45029,43036.3,1216.614158227661
"jailbreak_escape","EFS rp",0,,,,,1000000,1000000,1000000.0,0.0,2112250,2155522,2131011.9,11461.78240458263,-78631,123531,97855.4,58921.0826618113
"jailbreak_escape","EFS h+ + pruning ",10,6,6,6.0,0.0,63839,65114,64615.5,505.49821958143434,492692,505003,500360.5,4211.819493995439,52173,66388,60452.5,4447.084196414546
"jailbreak_escape","EFS h_max + pruning ",10,6,6,6.0,0.0,12250,13010,12642.3,282.11559687475625,159872,170588,165162.3,3922.778863254976,17980,21311,20281.2,920.58370613432
"jailbreak_escape","EFS rp + pruning ",10,7,7,7.0,0.0,60451,70113,63292.3,3405.252708684041,455679,545030,480485.0,32593.27149888455,43878,78065,65439.5,11297.418618870419
"jailbreak_escape","GFS h+",0,,,,,1000000,1000000,1000000.0,0.0,1250138,1276611,1263283.1,13078.569420620895,61641,64199,62775.7,826.3418239445465
"jailbreak_escape","GFS h_max",0,,,,,1000000,1000000,1000000.0,0.0,10470568,10486155,1.04806772E7,6102.887608337549,433602,460830,444570.0,6504.794662400958
"jailbreak_escape","GFS rp",0,,,,,1000000,1000000,1000000.0,0.0,1230612,1253213,1244887.3,9079.51248746319,-118018,76256,51534.0,56616.305513517924
"jailbreak_escape","GFS h+ + pruning ",10,6,6,6.0,0.0,351010,351493,351240.0,224.11024072986936,2313156,2316765,2314791.3,1542.0524666819867,420104,496957,460228.2,30370.3855648887
"jailbreak_escape","GFS h_max + pruning ",10,6,6,6.0,0.0,66513,66985,66694.8,180.16647856912783,814563,820006,816547.0,1999.6092618309208,152261,156043,154198.4,1246.7389622531255
"jailbreak_escape","GFS rp + pruning ",10,7,7,7.0,0.0,196293,217768,200214.1,6100.836310703639,1242706,1395604,1269907.3,43694.306354604145,193554,305803,274559.0,38370.42452201956
"basketball_any","BFS",10,4,4,4.0,0.0,893,2228,1374.0,557.5562751866398,23999,66018,39574.0,17385.002950819424,-13,1211,568.8,430.82729718531067
"basketball_any","BFS prune",10,4,4,4.0,0.0,744,1630,1076.7,361.38983106888884,20098,46491,30214.9,10722.282382496742,2555,7763,4690.6,1812.224776345363
"basketball_any","A* h+",10,3,3,3.0,0.0,176337,184638,180490.5,3195.9203447520404,581506,669251,609191.6,30673.01100381246,57628,71170,62351.0,4283.455124079159
"basketball_any","A* h_max",10,4,4,4.0,0.0,726,1191,921.9,178.49506995992914,18321,32055,24184.7,5247.359698934312,-189798,3108,-16900.6,57634.01810771135
"basketball_any","A* rp",10,3,4,3.6,0.48989794855663565,16412,248401,59299.7,71206.18201258933,365046,3037148,922013.4,753405.4151174121,-109765,363782,83496.2,112315.57551720063
"basketball_any","A* h+ + pruning ",10,3,3,3.0,0.0,75202,86018,78196.3,2966.220728469141,425332,518163,453024.0,33777.34555882093,66395,301555,102850.9,66812.95678002884
"basketball_any","A* h_max + pruning ",10,4,4,4.0,0.0,724,1172,919.0,170.62532051251947,21694,35360,27877.7,5096.344651806822,3611,6337,4898.2,932.0304501463459
"basketball_any","A* rp + pruning ",10,3,4,3.5,0.5,893,83062,24627.4,25456.99882232782,31440,1282527,487862.5,340344.94013845717,-134642,249351,76710.2,95369.69143580155
"basketball_any","EFS h+",10,3,3,3.0,0.0,28676,335122,91834.8,121420.46632326857,137775,1216360,363760.1,425345.9132535424,11665,139847,38742.1,48612.27923981759
"basketball_any","EFS h_max",10,3,3,3.0,0.0,3166,34377,11531.3,11568.70717107145,42101,344897,137157.5,110323.4508400186,3822,35186,13551.3,11390.941383836544
"basketball_any","EFS rp",8,3,4,3.125,0.33071891388307384,41358,1000000,516314.5,367709.22985621396,218280,4623766,2231897.4,1646897.164494505,21376,433311,219485.3,156957.272896193
"basketball_any","EFS h+ + pruning ",10,3,3,3.0,0.0,12792,103412,31918.5,35745.82459043294,93925,663298,214792.3,224223.29138296493,11176,130789,35968.6,46283.81337832914
"basketball_any","EFS h_max + pruning ",10,3,3,3.0,0.0,1407,7860,3816.5,2397.4756411692697,33421,192794,92527.8,59328.79053343326,3597,199228,32004.7,56429.65639457678
"basketball_any","EFS rp + pruning ",10,3,4,3.2,0.39999999999999997,17507,411470,142938.8,125223.95753113698,138407,2787224,978463.8,832781.7956844158,18701,537634,179734.8,163151.94776023974
"basketball_any","GFS h+",8,3,3,3.0,0.0,12005,1000000,210598.9,394710.5911161873,45713,1682363,375924.8,653200.0313240653,-188258,216179,27762.0,109819.36871153467
"basketball_any","GFS h_max",10,3,3,3.0,0.0,1938,72027,11218.3,20702.55512756819,25049,786278,128638.6,224718.4976646115,-190419,98011,-4185.2,68048.10803071603
"basketball_any","GFS rp",10,3,4,3.1,0.3,3854,292676,79573.1,107039.5922137692,8454,500569,148050.8,165971.78213105985,1015,59924,17585.2,20086.321922143936
"basketball_any","GFS h+ + pruning ",10,3,3,3.0,0.0,6865,274038,60619.4,106710.90532387025,37869,1514730,335219.1,589749.0622463846,5879,311617,67130.1,120541.13225488635
"basketball_any","GFS h_max + pruning ",10,3,3,3.0,0.0,1348,24043,6817.5,8785.045011267728,25146,530427,148933.4,195429.57586261095,5243,316427,53367.9,94390.05467468487
"basketball_any","GFS rp + pruning ",10,3,4,3.1,0.3,2010,55237,18741.3,19767.367118814785,10017,286900,104447.8,104224.97229915678,2394,52374,20410.8,19238.03091691039
"basketball_both","BFS",0,,,,,1000000,1000000,1000000.0,0.0,20825069,21057729,2.09142261E7,87157.30947367524,2696788,3204201,3007800.5,136203.28059503558
"basketball_both","BFS prune",8,7,7,7.0,0.0,745528,1000000,894095.4,99290.36093518847,13972557,20195948,1.76703689E7,2512607.833753188,4250133,8541621,6252523.7,1453885.9280749676
"basketball_both","A* h+",0,,,,,1000000,1000000,1000000.0,0.0,11190340,11626757,1.14381132E7,135425.47748470373,1529365,1732561,1629800.9,57517.686343332694
"basketball_both","A* h_max",10,7,7,7.0,0.0,45007,49452,46227.1,1661.527276333434,943770,1071083,979211.3,46824.362060897314,97354,114251,104201.7,5598.071865383651
"basketball_both","A* rp",10,7,7,7.0,0.0,251271,620303,487290.6,125299.5688078774,3495416,9203521,6985563.1,1918780.5377057819,388527,1097157,854012.1,219437.75355141147
"basketball_both","A* h+ + pruning ",10,7,7,7.0,0.0,745241,785925,760595.3,15207.38908590163,12012189,12920668,1.22506643E7,349704.1016608327,3486612,3735638,3639168.6,87162.15435061252
"basketball_both","A* h_max + pruning ",10,7,7,7.0,0.0,24429,25815,24831.6,498.8471108466,631255,683757,643729.5,20080.255512567564,125942,330474,177231.5,75757.38029426572
"basketball_both","A* rp + pruning ",10,7,7,7.0,0.0,118479,188350,153738.0,22173.093410708392,2156780,3563245,2920787.0,478971.18399795203,434976,865935,664775.0,131744.35725601306
"basketball_both","EFS h+",0,,,,,1000000,1000000,1000000.0,0.0,3409075,3685432,3520831.7,96918.36482736387,407073,575537,449869.5,45622.29392358521
"basketball_both","EFS h_max",0,,,,,1000000,1000000,1000000.0,0.0,11989395,12228226,1.20619144E7,81992.26337429648,1229148,1371943,1294977.6,46878.80889314489
"basketball_both","EFS rp",0,,,,,1000000,1000000,1000000.0,0.0,3420077,4623766,3871138.4,486237.8488865711,379387,441664,400642.3,18872.663617253398
