"Problem","Planner","Run","Success?","Plan Length","Nodes Visited","Nodes Generated","Time (ms)"
"fantasy_all","EFS rp",5,false,,1000000,9457988,1363671
"fantasy_all","EFS rp",6,false,,1000000,9464530,1362264
"fantasy_all","EFS rp",7,false,,1000000,9460799,1381764
"fantasy_all","EFS rp",8,false,,1000000,9471089,1202448
"fantasy_all","EFS rp",9,false,,1000000,9476046,1271113
"fantasy_all","EFS rp",10,false,,1000000,9464431,1287264
"fantasy_all","EFS h+ + pruning ",1,true,9,14153,215273,23726
"fantasy_all","EFS h+ + pruning ",2,true,9,14153,215273,23893
"fantasy_all","EFS h+ + pruning ",3,true,9,14153,215273,23488
"fantasy_all","EFS h+ + pruning ",4,true,9,14153,215273,24606
"fantasy_all","EFS h+ + pruning ",5,true,9,14153,215128,23913
"fantasy_all","EFS h+ + pruning ",6,true,9,14153,215273,23343
"fantasy_all","EFS h+ + pruning ",7,true,9,14153,215273,23279
"fantasy_all","EFS h+ + pruning ",8,true,9,14153,215273,23247
"fantasy_all","EFS h+ + pruning ",9,true,9,14153,215273,24485
"fantasy_all","EFS h+ + pruning ",10,true,9,14153,215273,28042
"fantasy_all","EFS h_max + pruning ",1,true,9,4522,97993,16889
"fantasy_all","EFS h_max + pruning ",2,true,9,4522,97993,17766
"fantasy_all","EFS h_max + pruning ",3,true,9,4522,97993,17593
"fantasy_all","EFS h_max + pruning ",4,true,9,4522,97993,19249
"fantasy_all","EFS h_max + pruning ",5,true,9,4522,97988,19822
"fantasy_all","EFS h_max + pruning ",6,true,9,4522,97993,19857
"fantasy_all","EFS h_max + pruning ",7,true,9,4522,97993,19984
"fantasy_all","EFS h_max + pruning ",8,true,9,4522,97993,20005
"fantasy_all","EFS h_max + pruning ",9,true,9,4522,97993,18703
"fantasy_all","EFS h_max + pruning ",10,true,9,4522,97993,18148
"fantasy_all","EFS rp + pruning ",1,true,9,16172,254058,242651
"fantasy_all","EFS rp + pruning ",2,true,9,16296,257139,51119
"fantasy_all","EFS rp + pruning ",3,true,9,16331,256898,49885
"fantasy_all","EFS rp + pruning ",4,true,9,16320,256830,51936
"fantasy_all","EFS rp + pruning ",5,true,9,16684,264123,57304
"fantasy_all","EFS rp + pruning ",6,true,9,16476,260904,56659
"fantasy_all","EFS rp + pruning ",7,true,9,16296,257139,-144491
"fantasy_all","EFS rp + pruning ",8,true,9,16076,252447,46946
"fantasy_all","EFS rp + pruning ",9,true,9,16350,256877,47829
"fantasy_all","EFS rp + pruning ",10,true,9,16565,262457,42481
"fantasy_all","GFS h+",1,false,,1000000,14508844,1616166
"fantasy_all","GFS h+",2,false,,1000000,14508846,1475589
"fantasy_all","GFS h+",3,false,,1000000,14508846,1417891
"fantasy_all","GFS h+",4,false,,1000000,14508846,1411785
"fantasy_all","GFS h+",5,false,,1000000,14508306,1460633
"fantasy_all","GFS h+",6,false,,1000000,14509018,1437417
"fantasy_all","GFS h+",7,false,,1000000,14508846,1451250
"fantasy_all","GFS h+",8,false,,1000000,14508846,1412357
"fantasy_all","GFS h+",9,false,,1000000,14509018,1196416
"fantasy_all","GFS h+",10,false,,1000000,14509018,1420172
"fantasy_all","GFS h_max",1,false,,1000000,14965786,1258299
"fantasy_all","GFS h_max",2,false,,1000000,14965786,1283156
"fantasy_all","GFS h_max",3,false,,1000000,14965786,1288521
"fantasy_all","GFS h_max",4,false,,1000000,14965786,1301136
"fantasy_all","GFS h_max",5,false,,1000000,14965796,1296331
"fantasy_all","GFS h_max",6,false,,1000000,14965783,1317201
"fantasy_all","GFS h_max",7,false,,1000000,14965786,1256513
"fantasy_all","GFS h_max",8,false,,1000000,14965786,1267773
"fantasy_all","GFS h_max",9,false,,1000000,14965783,1255648
"fantasy_all","GFS h_max",10,false,,1000000,14965783,1263906
"fantasy_all","GFS rp",1,false,,1000000,14528994,1319473
"fantasy_all","GFS rp",2,false,,1000000,14530261,1335683
"fantasy_all","GFS rp",3,false,,1000000,14490127,1356068
"fantasy_all","GFS rp",4,false,,1000000,14525438,1338201
"fantasy_all","GFS rp",5,false,,1000000,14515663,1378676
"fantasy_all","GFS rp",6,false,,1000000,14495787,1429695
"fantasy_all","GFS rp",7,false,,1000000,14528481,1347340
"fantasy_all","GFS rp",8,false,,1000000,14491177,1343524
"fantasy_all","GFS rp",9,false,,1000000,14494332,1403013
"fantasy_all","GFS rp",10,false,,1000000,14533383,1392340
"fantasy_all","GFS h+ + pruning ",1,true,9,12078,252551,55281
"fantasy_all","GFS h+ + pruning ",2,true,9,12078,252551,56451
"fantasy_all","GFS h+ + pruning ",3,true,9,12078,252551,57723
"fantasy_all","GFS h+ + pruning ",4,true,9,12078,252551,57895
"fantasy_all","GFS h+ + pruning ",5,true,9,12392,253122,57550
"fantasy_all","GFS h+ + pruning ",6,true,9,12078,252551,57174
"fantasy_all","GFS h+ + pruning ",7,true,9,12078,252551,58018
"fantasy_all","GFS h+ + pruning ",8,true,9,12078,252551,57523
"fantasy_all","GFS h+ + pruning ",9,true,9,12078,252551,56044
"fantasy_all","GFS h+ + pruning ",10,true,9,12078,252551,56271
"fantasy_all","GFS h_max + pruning ",1,true,9,8547,187980,39167
"fantasy_all","GFS h_max + pruning ",2,true,9,8547,187980,39632
"fantasy_all","GFS h_max + pruning ",3,true,9,8547,187980,38236
"fantasy_all","GFS h_max + pruning ",4,true,9,8547,187980,39306
"fantasy_all","GFS h_max + pruning ",5,true,9,8550,187972,38045
"fantasy_all","GFS h_max + pruning ",6,true,9,8547,187980,38973
"fantasy_all","GFS h_max + pruning ",7,true,9,8547,187980,39042
"fantasy_all","GFS h_max + pruning ",8,true,9,8547,187980,39398
"fantasy_all","GFS h_max + pruning ",9,true,9,8547,187980,41780
"fantasy_all","GFS h_max + pruning ",10,true,9,8547,187980,43264
"fantasy_all","GFS rp + pruning ",1,true,9,14251,319604,-88054
"fantasy_all","GFS rp + pruning ",2,true,9,13903,312620,117322
"fantasy_all","GFS rp + pruning ",3,true,9,14563,324869,128862
"fantasy_all","GFS rp + pruning ",4,true,9,14296,318687,127919
"fantasy_all","GFS rp + pruning ",5,true,9,15703,341836,155955
"fantasy_all","GFS rp + pruning ",6,true,9,14467,325199,155849
"fantasy_all","GFS rp + pruning ",7,true,9,14353,320625,146597
"fantasy_all","GFS rp + pruning ",8,true,9,13407,304781,139527
"fantasy_all","GFS rp + pruning ",9,true,9,14268,317783,135071
"fantasy_all","GFS rp + pruning ",10,true,9,14521,325208,137867
"space_two","BFS",1,true,3,20,214,3
"space_two","BFS",2,true,3,20,214,4
"space_two","BFS",3,true,3,20,214,4
"space_two","BFS",4,true,3,19,213,3
"space_two","BFS",5,true,3,19,213,3
"space_two","BFS",6,true,3,19,213,3
"space_two","BFS",7,true,3,19,213,4
"space_two","BFS",8,true,3,19,213,4
"space_two","BFS",9,true,3,19,213,4
"space_two","BFS",10,true,3,19,213,4
"space_two","BFS prune",1,true,3,16,207,9
"space_two","BFS prune",2,true,3,16,207,9
"space_two","BFS prune",3,true,3,16,207,10
"space_two","BFS prune",4,true,3,16,207,10
"space_two","BFS prune",5,true,3,16,207,10
"space_two","BFS prune",6,true,3,16,207,9
"space_two","BFS prune",7,true,3,16,207,9
"space_two","BFS prune",8,true,3,16,207,8
"space_two","BFS prune",9,true,3,16,207,7
"space_two","BFS prune",10,true,3,16,207,10
"space_two","A* h+",1,true,3,27,282,12
"space_two","A* h+",2,true,3,27,282,11
"space_two","A* h+",3,true,3,27,282,12
"space_two","A* h+",4,true,3,27,282,12
"space_two","A* h+",5,true,3,27,282,10
"space_two","A* h+",6,true,3,27,282,11
"space_two","A* h+",7,true,3,27,282,12
"space_two","A* h+",8,true,3,27,282,12
"space_two","A* h+",9,true,3,27,282,9
"space_two","A* h+",10,true,3,27,282,12
"space_two","A* h_max",1,true,3,27,281,8
"space_two","A* h_max",2,true,3,27,281,12
"space_two","A* h_max",3,true,3,27,281,9
"space_two","A* h_max",4,true,3,27,281,12
"space_two","A* h_max",5,true,3,27,281,11
"space_two","A* h_max",6,true,3,27,281,8
"space_two","A* h_max",7,true,3,27,281,11
"space_two","A* h_max",8,true,3,27,281,8
"space_two","A* h_max",9,true,3,27,281,12
"space_two","A* h_max",10,true,3,27,281,8
"space_two","A* rp",1,true,3,30,351,11
"space_two","A* rp",2,true,3,13,82,5
"space_two","A* rp",3,true,3,30,351,11
"space_two","A* rp",4,true,3,30,351,11
"space_two","A* rp",5,true,3,28,321,12
"space_two","A* rp",6,true,3,13,82,5
"space_two","A* rp",7,true,3,13,82,5
"space_two","A* rp",8,true,3,28,321,11
"space_two","A* rp",9,true,3,28,321,10
"space_two","A* rp",10,true,3,30,351,11
"space_two","A* h+ + pruning ",1,true,3,27,295,22
"space_two","A* h+ + pruning ",2,true,3,27,295,17
"space_two","A* h+ + pruning ",3,true,3,27,295,23
"space_two","A* h+ + pruning ",4,true,3,27,295,19
"space_two","A* h+ + pruning ",5,true,3,27,295,20
"space_two","A* h+ + pruning ",6,true,3,27,295,19
"space_two","A* h+ + pruning ",7,true,3,27,295,35
"space_two","A* h+ + pruning ",8,true,3,27,295,19
"space_two","A* h+ + pruning ",9,true,3,27,295,22
"space_two","A* h+ + pruning ",10,true,3,27,295,23
"space_two","A* h_max + pruning ",1,true,3,27,294,23
"space_two","A* h_max + pruning ",2,true,3,27,294,16
"space_two","A* h_max + pruning ",3,true,3,27,294,21
"space_two","A* h_max + pruning ",4,true,3,27,294,21
"space_two","A* h_max + pruning ",5,true,3,27,294,19
"space_two","A* h_max + pruning ",6,true,3,27,294,19
"space_two","A* h_max + pruning ",7,true,3,27,294,16
"space_two","A* h_max + pruning ",8,true,3,27,294,22
"space_two","A* h_max + pruning ",9,true,3,27,294,20
"space_two","A* h_max + pruning ",10,true,3,27,294,23
"space_two","A* rp + pruning ",1,true,3,23,348,16
"space_two","A* rp + pruning ",2,true,3,11,81,7
"space_two","A* rp + pruning ",3,true,3,23,348,16
"space_two","A* rp + pruning ",4,true,3,23,348,23
"space_two","A* rp + pruning ",5,true,3,21,318,18
"space_two","A* rp + pruning ",6,true,3,11,81,8
"space_two","A* rp + pruning ",7,true,3,11,81,6
"space_two","A* rp + pruning ",8,true,3,21,318,18
"space_two","A* rp + pruning ",9,true,3,21,318,16
"space_two","A* rp + pruning ",10,true,3,23,348,20
"space_two","EFS h+",1,true,3,8,56,3
"space_two","EFS h+",2,true,3,8,56,3
"space_two","EFS h+",3,true,3,8,56,2
"space_two","EFS h+",4,true,3,8,56,3
"space_two","EFS h+",5,true,3,8,56,3
"space_two","EFS h+",6,true,3,8,56,2
"space_two","EFS h+",7,true,3,8,56,3
"space_two","EFS h+",8,true,3,8,56,3
"space_two","EFS h+",9,true,3,8,56,3
"space_two","EFS h+",10,true,3,8,56,2
"space_two","EFS h_max",1,true,3,6,51,2
"space_two","EFS h_max",2,true,3,6,51,2
"space_two","EFS h_max",3,true,3,6,51,2
"space_two","EFS h_max",4,true,3,6,51,2
"space_two","EFS h_max",5,true,3,6,51,2
"space_two","EFS h_max",6,true,3,6,51,3
"space_two","EFS h_max",7,true,3,6,51,2
"space_two","EFS h_max",8,true,3,6,51,2
"space_two","EFS h_max",9,true,3,6,51,3
"space_two","EFS h_max",10,true,3,6,51,2
"space_two","EFS rp",1,true,3,8,56,3
"space_two","EFS rp",2,true,3,13,84,4
"space_two","EFS rp",3,true,3,8,56,2
"space_two","EFS rp",4,true,3,8,56,3
"space_two","EFS rp",5,true,3,8,56,3
"space_two","EFS rp",6,true,3,13,84,5
"space_two","EFS rp",7,true,3,13,84,5
"space_two","EFS rp",8,true,3,8,56,3
"space_two","EFS rp",9,true,3,8,56,3
"space_two","EFS rp",10,true,3,8,56,2
"space_two","EFS h+ + pruning ",1,true,3,6,56,3
"space_two","EFS h+ + pruning ",2,true,3,6,56,3
"space_two","EFS h+ + pruning ",3,true,3,6,56,3
"space_two","EFS h+ + pruning ",4,true,3,6,56,4
"space_two","EFS h+ + pruning ",5,true,3,6,56,4
"space_two","EFS h+ + pruning ",6,true,3,6,56,4
"space_two","EFS h+ + pruning ",7,true,3,6,56,3
"space_two","EFS h+ + pruning ",8,true,3,6,56,4
"space_two","EFS h+ + pruning ",9,true,3,6,56,4
"space_two","EFS h+ + pruning ",10,true,3,6,56,3
"space_two","EFS h_max + pruning ",1,true,3,6,54,3
"space_two","EFS h_max + pruning ",2,true,3,6,54,3
"space_two","EFS h_max + pruning ",3,true,3,6,54,3
"space_two","EFS h_max + pruning ",4,true,3,6,54,3
"space_two","EFS h_max + pruning ",5,true,3,6,54,3
"space_two","EFS h_max + pruning ",6,true,3,6,54,4
"space_two","EFS h_max + pruning ",7,true,3,6,54,2
"space_two","EFS h_max + pruning ",8,true,3,6,54,3
"space_two","EFS h_max + pruning ",9,true,3,6,54,3
"space_two","EFS h_max + pruning ",10,true,3,6,54,3
"space_two","EFS rp + pruning ",1,true,3,6,56,3
"space_two","EFS rp + pruning ",2,true,3,8,79,4
"space_two","EFS rp + pruning ",3,true,3,6,56,4
"space_two","EFS rp + pruning ",4,true,3,6,56,3
"space_two","EFS rp + pruning ",5,true,3,6,56,4
"space_two","EFS rp + pruning ",6,true,3,8,79,7
"space_two","EFS rp + pruning ",7,true,3,8,79,6
"space_two","EFS rp + pruning ",8,true,3,6,56,3
"space_two","EFS rp + pruning ",9,true,3,6,56,5
"space_two","EFS rp + pruning ",10,true,3,6,56,3
"space_two","GFS h+",1,true,3,7,50,3
"space_two","GFS h+",2,true,3,7,50,3
"space_two","GFS h+",3,true,3,7,50,2
"space_two","GFS h+",4,true,3,7,50,2
"space_two","GFS h+",5,true,3,7,50,3
"space_two","GFS h+",6,true,3,7,50,2
"space_two","GFS h+",7,true,3,7,50,2
"space_two","GFS h+",8,true,3,7,50,2
"space_two","GFS h+",9,true,3,7,50,3
"space_two","GFS h+",10,true,3,7,50,3
"space_two","GFS h_max",1,true,3,7,50,2
"space_two","GFS h_max",2,true,3,7,50,2
"space_two","GFS h_max",3,true,3,7,50,4
"space_two","GFS h_max",4,true,3,7,50,3
"space_two","GFS h_max",5,true,3,7,50,2
"space_two","GFS h_max",6,true,3,7,50,2
"space_two","GFS h_max",7,true,3,7,50,2
"space_two","GFS h_max",8,true,3,7,50,2
"space_two","GFS h_max",9,true,3,7,50,2
"space_two","GFS h_max",10,true,3,7,50,2
"space_two","GFS rp",1,true,3,25,135,13
"space_two","GFS rp",2,true,3,6,54,4
"space_two","GFS rp",3,true,3,25,135,6
"space_two","GFS rp",4,true,3,25,135,6
"space_two","GFS rp",5,true,3,25,135,7
"space_two","GFS rp",6,true,3,6,54,3
"space_two","GFS rp",7,true,3,6,54,4
"space_two","GFS rp",8,true,3,25,135,6
"space_two","GFS rp",9,true,3,25,135,6
"space_two","GFS rp",10,true,3,25,135,4
"space_two","GFS h+ + pruning ",1,true,3,7,54,3
"space_two","GFS h+ + pruning ",2,true,3,7,54,4
"space_two","GFS h+ + pruning ",3,true,3,7,54,3
"space_two","GFS h+ + pruning ",4,true,3,7,54,3
"space_two","GFS h+ + pruning ",5,true,3,7,54,3
"space_two","GFS h+ + pruning ",6,true,3,7,54,2
"space_two","GFS h+ + pruning ",7,true,3,7,54,3
"space_two","GFS h+ + pruning ",8,true,3,7,54,4
"space_two","GFS h+ + pruning ",9,true,3,7,54,3
"space_two","GFS h+ + pruning ",10,true,3,7,54,3
"space_two","GFS h_max + pruning ",1,true,3,7,54,4
"space_two","GFS h_max + pruning ",2,true,3,7,54,4
"space_two","GFS h_max + pruning ",3,true,3,7,54,3
"space_two","GFS h_max + pruning ",4,true,3,7,54,3
"space_two","GFS h_max + pruning ",5,true,3,7,54,3
"space_two","GFS h_max + pruning ",6,true,3,7,54,4
"space_two","GFS h_max + pruning ",7,true,3,7,54,3
"space_two","GFS h_max + pruning ",8,true,3,7,54,3
"space_two","GFS h_max + pruning ",9,true,3,7,54,3
"space_two","GFS h_max + pruning ",10,true,3,7,54,3
"space_two","GFS rp + pruning ",1,true,3,19,133,12
"space_two","GFS rp + pruning ",2,true,3,6,56,5
"space_two","GFS rp + pruning ",3,true,3,19,133,12
"space_two","GFS rp + pruning ",4,true,3,19,133,11
"space_two","GFS rp + pruning ",5,true,3,19,133,14
"space_two","GFS rp + pruning ",6,true,3,6,56,5
"space_two","GFS rp + pruning ",7,true,3,6,56,5
"space_two","GFS rp + pruning ",8,true,3,19,133,11
"space_two","GFS rp + pruning ",9,true,3,19,133,10
"space_two","GFS rp + pruning ",10,true,3,19,133,10
"space_all","BFS",1,true,6,923,13262,226
"space_all","BFS",2,true,6,923,13262,201
"space_all","BFS",3,true,6,891,12764,194
"space_all","BFS",4,true,6,890,12764,214
"space_all","BFS",5,true,6,890,12764,229
"space_all","BFS",6,true,6,890,12764,193
"space_all","BFS",7,true,6,890,12764,206
"space_all","BFS",8,true,6,922,13262,214
"space_all","BFS",9,true,6,890,12764,209
"space_all","BFS",10,true,6,890,12764,207
"space_all","BFS prune",1,true,6,475,5821,497
"space_all","BFS prune",2,true,6,475,5821,488
"space_all","BFS prune",3,true,6,453,5458,-28
"space_all","BFS prune",4,true,6,453,5458,-57
"space_all","BFS prune",5,true,6,453,5458,454
"space_all","BFS prune",6,true,6,453,5458,430
"space_all","BFS prune",7,true,6,453,5458,447
"space_all","BFS prune",8,true,6,475,5821,500
"space_all","BFS prune",9,true,6,453,5458,446
"space_all","BFS prune",10,true,6,453,5458,451
"space_all","A* h+",1,true,6,936,9501,291
"space_all","A* h+",2,true,6,936,9501,300
"space_all","A* h+",3,true,6,936,9501,316
"space_all","A* h+",4,true,6,934,9491,276
"space_all","A* h+",5,true,6,934,9491,320
"space_all","A* h+",6,true,6,934,9491,300
"space_all","A* h+",7,true,6,934,9491,305
"space_all","A* h+",8,true,6,934,9491,285
"space_all","A* h+",9,true,6,934,9491,309
"space_all","A* h+",10,true,6,934,9491,254
"space_all","A* h_max",1,true,6,918,9300,307
"space_all","A* h_max",2,true,6,918,9300,307
"space_all","A* h_max",3,true,6,918,9300,289
"space_all","A* h_max",4,true,6,916,9290,283
"space_all","A* h_max",5,true,6,916,9290,-209
"space_all","A* h_max",6,true,6,916,9290,311
"space_all","A* h_max",7,true,6,916,9290,321
"space_all","A* h_max",8,true,6,916,9290,278
"space_all","A* h_max",9,true,6,916,9290,305
"space_all","A* h_max",10,true,6,916,9290,266
"space_all","A* rp",1,true,6,3974,33782,1109
"space_all","A* rp",2,true,6,4397,39687,1195
"space_all","A* rp",3,true,6,3974,33782,1044
"space_all","A* rp",4,true,6,3968,33653,1080
"space_all","A* rp",5,true,6,3778,32671,1036
"space_all","A* rp",6,true,6,4173,38347,1216
"space_all","A* rp",7,true,6,4169,38211,700
"space_all","A* rp",8,true,6,3770,32415,473
"space_all","A* rp",9,true,6,3774,32551,1105
"space_all","A* rp",10,true,6,3972,33773,1071
"space_all","A* h+ + pruning ",1,true,6,590,6019,564
"space_all","A* h+ + pruning ",2,true,6,590,6019,583
"space_all","A* h+ + pruning ",3,true,6,590,6019,604
"space_all","A* h+ + pruning ",4,true,6,590,6019,600
"space_all","A* h+ + pruning ",5,true,6,590,6019,579
"space_all","A* h+ + pruning ",6,true,6,590,6019,586
"space_all","A* h+ + pruning ",7,true,6,590,6019,574
"space_all","A* h+ + pruning ",8,true,6,590,6019,552
"space_all","A* h+ + pruning ",9,true,6,590,6019,148
"space_all","A* h+ + pruning ",10,true,6,590,6019,99
"space_all","A* h_max + pruning ",1,true,6,583,5917,577
"space_all","A* h_max + pruning ",2,true,6,583,5917,581
"space_all","A* h_max + pruning ",3,true,6,583,5917,581
"space_all","A* h_max + pruning ",4,true,6,583,5917,572
"space_all","A* h_max + pruning ",5,true,6,583,5917,547
"space_all","A* h_max + pruning ",6,true,6,583,5917,617
"space_all","A* h_max + pruning ",7,true,6,583,5917,594
"space_all","A* h_max + pruning ",8,true,6,583,5917,567
"space_all","A* h_max + pruning ",9,true,6,583,5917,549
"space_all","A* h_max + pruning ",10,true,6,583,5917,602
"space_all","A* rp + pruning ",1,true,6,827,7211,776
"space_all","A* rp + pruning ",2,true,6,916,8136,853
"space_all","A* rp + pruning ",3,true,6,827,7211,312
"space_all","A* rp + pruning ",4,true,6,823,7052,291
"space_all","A* rp + pruning ",5,true,6,857,7518,853
"space_all","A* rp + pruning ",6,true,6,921,8229,858
"space_all","A* rp + pruning ",7,true,6,917,8045,796
"space_all","A* rp + pruning ",8,true,6,837,6980,768
"space_all","A* rp + pruning ",9,true,6,847,7284,803
"space_all","A* rp + pruning ",10,true,6,827,7212,791
"space_all","EFS h+",1,true,6,1154,6464,210
"space_all","EFS h+",2,true,6,1154,6464,190
"space_all","EFS h+",3,true,6,1154,6464,186
"space_all","EFS h+",4,true,6,1152,6454,175
"space_all","EFS h+",5,true,6,1152,6454,183
"space_all","EFS h+",6,true,6,1152,6454,188
"space_all","EFS h+",7,true,6,1152,6454,199
"space_all","EFS h+",8,true,6,1152,6454,214
"space_all","EFS h+",9,true,6,1152,6454,205
"space_all","EFS h+",10,true,6,1152,6454,191
"space_all","EFS h_max",1,true,6,763,5687,193
"space_all","EFS h_max",2,true,6,763,5687,194
"space_all","EFS h_max",3,true,6,763,5687,183
"space_all","EFS h_max",4,true,6,761,5677,190
"space_all","EFS h_max",5,true,6,761,5677,177
"space_all","EFS h_max",6,true,6,761,5677,-320
"space_all","EFS h_max",7,true,6,761,5677,181
"space_all","EFS h_max",8,true,6,761,5677,176
"space_all","EFS h_max",9,true,6,761,5677,183
"space_all","EFS h_max",10,true,6,761,5677,189
"space_all","EFS rp",1,true,6,1026,5736,170
"space_all","EFS rp",2,true,6,1026,5738,150
"space_all","EFS rp",3,true,6,1026,5736,151
"space_all","EFS rp",4,true,6,1024,5727,170
"space_all","EFS rp",5,true,6,1024,5727,187
"space_all","EFS rp",6,true,6,1024,5729,194
"space_all","EFS rp",7,true,6,1024,5729,170
"space_all","EFS rp",8,true,6,1024,5727,181
"space_all","EFS rp",9,true,6,1024,5727,190
"space_all","EFS rp",10,true,6,1024,5727,159
"space_all","EFS h+ + pruning ",1,true,6,273,1803,140
"space_all","EFS h+ + pruning ",2,true,6,273,1803,150
"space_all","EFS h+ + pruning ",3,true,6,273,1803,146
"space_all","EFS h+ + pruning ",4,true,6,273,1803,163
"space_all","EFS h+ + pruning ",5,true,6,273,1803,170
"space_all","EFS h+ + pruning ",6,true,6,273,1803,160
"space_all","EFS h+ + pruning ",7,true,6,273,1803,157
"space_all","EFS h+ + pruning ",8,true,6,273,1803,160
"space_all","EFS h+ + pruning ",9,true,6,273,1803,160
"space_all","EFS h+ + pruning ",10,true,6,273,1803,161
"space_all","EFS h_max + pruning ",1,true,6,167,1668,151
"space_all","EFS h_max + pruning ",2,true,6,167,1668,178
"space_all","EFS h_max + pruning ",3,true,6,167,1668,165
"space_all","EFS h_max + pruning ",4,true,6,167,1668,137
"space_all","EFS h_max + pruning ",5,true,6,167,1668,134
"space_all","EFS h_max + pruning ",6,true,6,167,1668,151
"space_all","EFS h_max + pruning ",7,true,6,167,1668,140
"space_all","EFS h_max + pruning ",8,true,6,167,1668,147
"space_all","EFS h_max + pruning ",9,true,6,167,1668,156
"space_all","EFS h_max + pruning ",10,true,6,167,1668,145
"space_all","EFS rp + pruning ",1,true,6,171,1114,66
"space_all","EFS rp + pruning ",2,true,6,171,1114,78
"space_all","EFS rp + pruning ",3,true,6,171,1114,74
"space_all","EFS rp + pruning ",4,true,6,171,1115,81
"space_all","EFS rp + pruning ",5,true,6,171,1115,83
"space_all","EFS rp + pruning ",6,true,6,171,1115,78
"space_all","EFS rp + pruning ",7,true,6,171,1115,81
"space_all","EFS rp + pruning ",8,true,6,171,1115,79
"space_all","EFS rp + pruning ",9,true,6,171,1115,69
"space_all","EFS rp + pruning ",10,true,6,171,1115,74
"space_all","GFS h+",1,true,6,1388,8001,253
"space_all","GFS h+",2,true,6,1388,8001,239
"space_all","GFS h+",3,true,6,1388,8001,242
"space_all","GFS h+",4,true,6,1384,7979,242
"space_all","GFS h+",5,true,6,1384,7979,243
"space_all","GFS h+",6,true,6,1384,7979,274
"space_all","GFS h+",7,true,6,1384,7979,-250
"space_all","GFS h+",8,true,6,1384,7979,234
"space_all","GFS h+",9,true,6,1384,7979,232
"space_all","GFS h+",10,true,6,1384,7979,237
"space_all","GFS h_max",1,true,6,1052,7901,220
"space_all","GFS h_max",2,true,6,1052,7901,226
"space_all","GFS h_max",3,true,6,1052,7901,234
"space_all","GFS h_max",4,true,6,1048,7879,249
"space_all","GFS h_max",5,true,6,1048,7879,248
"space_all","GFS h_max",6,true,6,1048,7879,275
"space_all","GFS h_max",7,true,6,1048,7879,245
"space_all","GFS h_max",8,true,6,1048,7879,224
"space_all","GFS h_max",9,true,6,1048,7879,243
"space_all","GFS h_max",10,true,6,1048,7879,249
"space_all","GFS rp",1,true,6,1338,10758,398
"space_all","GFS rp",2,true,6,1368,10466,411
"space_all","GFS rp",3,true,6,1275,10461,433
"space_all","GFS rp",4,true,6,1317,10567,387
"space_all","GFS rp",5,true,6,1273,10451,401
"space_all","GFS rp",6,true,6,1383,10618,439
"space_all","GFS rp",7,true,6,1379,10558,444
"space_all","GFS rp",8,true,6,1308,10341,403
"space_all","GFS rp",9,true,6,1137,9674,350
"space_all","GFS rp",10,true,6,1209,10133,352
"space_all","GFS h+ + pruning ",1,true,6,800,6054,750
"space_all","GFS h+ + pruning ",2,true,6,800,6054,752
"space_all","GFS h+ + pruning ",3,true,6,800,6054,769
"space_all","GFS h+ + pruning ",4,true,6,800,6053,733
"space_all","GFS h+ + pruning ",5,true,6,800,6053,715
"space_all","GFS h+ + pruning ",6,true,6,800,6053,720
"space_all","GFS h+ + pruning ",7,true,6,800,6053,237
"space_all","GFS h+ + pruning ",8,true,6,800,6053,254
"space_all","GFS h+ + pruning ",9,true,6,800,6053,767
"space_all","GFS h+ + pruning ",10,true,6,800,6053,756
"space_all","GFS h_max + pruning ",1,true,6,681,5972,723
"space_all","GFS h_max + pruning ",2,true,6,681,5972,703
"space_all","GFS h_max + pruning ",3,true,6,681,5972,683
"space_all","GFS h_max + pruning ",4,true,6,681,5971,737
"space_all","GFS h_max + pruning ",5,true,6,681,5971,725
"space_all","GFS h_max + pruning ",6,true,6,681,5971,752
"space_all","GFS h_max + pruning ",7,true,6,681,5971,741
"space_all","GFS h_max + pruning ",8,true,6,681,5971,735
"space_all","GFS h_max + pruning ",9,true,6,681,5971,742
"space_all","GFS h_max + pruning ",10,true,6,681,5971,767
"space_all","GFS rp + pruning ",1,true,6,646,6513,1019
"space_all","GFS rp + pruning ",2,true,6,652,6108,926
"space_all","GFS rp + pruning ",3,true,6,634,6378,967
"space_all","GFS rp + pruning ",4,true,6,632,6309,976
"space_all","GFS rp + pruning ",5,true,6,634,6380,986
"space_all","GFS rp + pruning ",6,true,6,656,6219,953
"space_all","GFS rp + pruning ",7,true,6,652,6103,876
"space_all","GFS rp + pruning ",8,true,6,618,6021,900
"space_all","GFS rp + pruning ",9,true,6,598,5858,882
"space_all","GFS rp + pruning ",10,true,6,624,6199,907
"raiders","BFS",1,true,6,728,5367,85
"raiders","BFS",2,true,6,1008,8688,150
"raiders","BFS",3,true,6,704,5107,81
"raiders","BFS",4,true,6,704,5107,85
"raiders","BFS",5,true,6,734,5432,80
"raiders","BFS",6,true,6,840,6665,107
"raiders","BFS",7,true,6,728,5367,86
"raiders","BFS",8,true,6,1002,8599,142
"raiders","BFS",9,true,6,734,5432,86
"raiders","BFS",10,true,6,840,6665,95
"raiders","BFS prune",1,true,6,205,1927,210
"raiders","BFS prune",2,true,6,232,2229,298
"raiders","BFS prune",3,true,6,194,1828,212
"raiders","BFS prune",4,true,6,194,1828,207
"raiders","BFS prune",5,true,6,209,1969,235
